audio_path	language	perturbation	severity	reference	hypothesis	latency_s	wer_sample	cer_sample	category	root	ref_len	hyp_len	len_ratio
data/processed/fleurs_perturbed/fr_044__reverb_room0.5.wav	fr	reverb	0.5	une bombe a explosé devant le bureau du gouverneur général	 Et voilà, et ce, c'est le nouveau délégat du coup de la nage n'est pas.	0.9859343089992764	1.5	0.8103448275862069	⚫ Catastrophique	fr_044	10	17	1.7
data/processed/fleurs_perturbed/en_018__white_noise_snr5.wav	en	white_noise	5.0	but there are a lot of things about birds that still look like a dinosaur	 I don't know, I'm not a huge fan of the firework like I do in this place.	0.8581413629999588	1.2	0.7123287671232876	⚫ Catastrophique	en_018	15	19	1.2666666666666666
data/processed/fleurs_perturbed/fr_088__white_noise_snr10.wav	fr	white_noise	10.0	une recherche sur internet de « cours en environnement hostile » fournira probablement l'adresse d'une entreprise locale	 On va chercher sur internet des cours en environnement aussi, il faut qu'on y a probablement un adresse pour montrer tout ce que c'est.	1.1859711999995852	1.1176470588235294	0.4051724137931034	⚫ Catastrophique	fr_088	17	26	1.5294117647058822
data/processed/fleurs_perturbed/fr_088__white_noise_snr5.wav	fr	white_noise	5.0	une recherche sur internet de « cours en environnement hostile » fournira probablement l'adresse d'une entreprise locale	 Je suis sur internet, des cours en environnement aussi, il faut en avoir probablement un droit, je ne sais plus ce que c'est.	1.1170250569994096	1.0588235294117647	0.46551724137931033	⚫ Catastrophique	fr_088	17	24	1.411764705882353
data/processed/fleurs_perturbed/fr_003__white_noise_snr5.wav	fr	white_noise	5.0	le rugissement du tigre ne ressemble pas au rugissement ample du lion mais plutôt à une phrase dont les mots seraient des cris et des grondements	 vous ne pouvez pas vous débrouiller, vous êtes en train de vous débrouiller, vous êtes en train de vous débrouiller, vous êtes en train de vous débrouiller,	1.4702523389996711	1.0384615384615385	0.8137931034482758	⚫ Catastrophique	fr_003	26	27	1.0384615384615385
data/processed/fleurs_perturbed/ar_028__reverb_room0.5.wav	ar	reverb	0.5	فكر في مسار التزلج على الجليد باعتباره مسارًا مماثل للمشي لمسافات طويلة	 كيف نصار التزامد على الجميع بأتباعه مصار من ميت المشي ومسافات طويلة؟	1.4934998409999023	1.0	0.352112676056338	⚫ Catastrophique	ar_028	12	12	1.0
data/processed/fleurs_perturbed/ar_030__reverb_room0.5.wav	ar	reverb	0.5	الأسود هي أكثر القطط اجتماعية وتعيش في مجموعات كبيرة تدعى قطعاناً	 أجلسو في حقثاً قطة الشمعية وتعيشي من المعاد كبير تبع قطعان	1.469931980000183	1.0	0.4153846153846154	⚫ Catastrophique	ar_030	11	11	1.0
data/processed/fleurs_perturbed/ar_033__reverb_room0.5.wav	ar	reverb	0.5	يشتهر أهل باريس بالأنانية والوقاحة والغطرسة	 يشتهي البرئيس بالأمانية والوقاح والانتظام	0.937393529000019	1.0	0.32558139534883723	⚫ Catastrophique	ar_033	6	5	0.8333333333333334
data/processed/fleurs_perturbed/ar_056__reverb_room0.5.wav	ar	reverb	0.5	"في 15 آب 1940، غزا الحلفاء جنوب فرنسا، وسُمِّيَ الغَزْوُ بـ""عملية دراغون"	 تصمصات الرئيس 1909 من غزة فرنسا إلى هون فرنسا وصميه الغزو العاملية إليه	1.670720774000074	1.0	0.6805555555555556	⚫ Catastrophique	ar_056	13	13	1.0
data/processed/fleurs_perturbed/fr_022__reverb_room0.5.wav	fr	reverb	0.5	danielle lantagne experte de l'onu sur la maladie a déclaré que l'épidémie avait probablement été causée par les casques bleus	 D'ailleurs, l'an dernier, exporte de l'eau de l'île sur la baladine. Elle est formée par une épidémie. Elle est probablement causée par un cascule.	1.66516049799975	1.0	0.5238095238095238	⚫ Catastrophique	fr_022	22	28	1.2727272727272727
data/processed/fleurs_perturbed/fr_045__speed_spd1.1.wav	fr	speed	1.1	rolando mendoza tira avec son fusil m16 sur les touristes	 On a un don et nos acquéreurs sont futiles. NCS sur les touristes.	0.9423503540001548	1.0	0.5263157894736842	⚫ Catastrophique	fr_045	10	13	1.3
data/processed/fleurs_perturbed/fr_048__reverb_room0.5.wav	fr	reverb	0.5	l'équipe des sapeurs pompiers a finalement éteint le feu à 23 h 35	 L'équipe de 7 ans pour le direct, il y a donc été laissée à 23h35.	0.9122546279995732	1.0	0.5454545454545454	⚫ Catastrophique	fr_048	14	16	1.1428571428571428
data/processed/fleurs_perturbed/fr_052__reverb_room0.5.wav	fr	reverb	0.5	ils ont des pattes recouvertes d'écailles et pourvues de griffes ils pondent des œufs et marchent sur leurs deux pattes arrière comme des t-rex	 Merci.	0.2611115999998219	1.0	0.972027972027972	⚫ Catastrophique	fr_052	26	1	0.038461538461538464
data/processed/fleurs_perturbed/fr_064__reverb_room0.5.wav	fr	reverb	0.5	en 1990 il a été ajouté à la liste des sites du patrimoine mondial en danger en raison de la menace des sables du désert	 Merci.	0.2581487529996593	1.0	0.9666666666666667	⚫ Catastrophique	fr_064	25	1	0.04
data/processed/fleurs_perturbed/fr_066__reverb_room0.5.wav	fr	reverb	0.5	il semble que les chèvres aient été domestiquées pour la première fois il y a environ 10 000 ans dans les monts zagros en iran	 Merci à tous.	0.313074007999603	1.0	0.9206349206349206	⚫ Catastrophique	fr_066	25	3	0.12
data/processed/fleurs_perturbed/fr_097__reverb_room0.5.wav	fr	reverb	0.5	les blogs sont un outil qui stimule la collaboration et encourage les élèves à prolonger leur apprentissage bien au-delà de la journée scolaire traditionnelle	 Merci.	0.2631971079999857	1.0	0.9683544303797469	⚫ Catastrophique	fr_097	25	1	0.04
data/processed/fleurs_perturbed/fr_026__reverb_room0.5.wav	fr	reverb	0.5	les plantes revêtent leur plus belle apparence lorsqu'elles se trouvent dans un environnement naturel alors résistez à la tentation d'en retirer ne serait-ce qu'« une seule »	 Et on se rendrait à la plus belle des annonces de ce que nous avons de nouveau d'obtention, à la visée à la question de la tirer de ce que nous sommes.	1.4216149450003286	0.9655172413793104	0.5941176470588235	⚫ Catastrophique	fr_026	29	33	1.1379310344827587
